States/UTs,Crime Head,18-30,30-45,45-60,60+,Total
Karnataka,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),0,0,0,0,0
Karnataka,29 - Extortion (Section 384 - 389 IPC),119,77,16,4,216
Karnataka,30 - Disclosure of Identity of Victims (Section 228 A IPC),0,0,0,0,0
Karnataka,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),14564,13711,4738,272,33285
Karnataka,32 - Human Trafficking (Section 370 & 370A IPC),103,83,6,0,192
Karnataka,33 - Unnatural Offences U/s 377 IPC,8,4,0,2,14
Karnataka,34 - Other IPC crimes,27074,26596,10479,805,64954
Karnataka,35 - Total Cognizable IPC crimes,89464,82983,29798,2527,204772
Kerala,1 - Murder (Section 302 IPC),197,323,120,18,658
Kerala,2 - Attempt to commit Murder (Section 307 IPC),605,817,235,29,1686
Kerala,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),41,82,26,1,150
Kerala,4 - Attempt to commit Culpable Homicide (Section 308 IPC),818,950,345,30,2143
Kerala,5 - Rape (Section 376 IPC),585,608,174,31,1398
Kerala,5.1 - Custodial Rape,0,0,0,0,0
Kerala,5.1.1 - Gang Rape,0,0,0,0,0
Kerala,5.1.2 - Other Rape,0,0,0,0,0
Kerala,5.2 - Rape other than Custodial,585,608,174,31,1398
Kerala,5.2.1 - Gang Rape,19,20,7,1,47
Kerala,5.2.2 - Other Rape,566,588,167,30,1351
Kerala,6 - Attempt to commit Rape (Section 376/511 IPC),14,18,2,0,34
Kerala,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",196,124,25,0,345
Kerala,7.1 - Kidnapping & Abduction (Section 363 IPC),31,16,3,0,50
Kerala,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),0,0,0,0,0
Kerala,7.3 - Kidnapping for Ransom (Section 364A IPC),13,8,0,0,21
Kerala,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),82,17,6,0,105
Kerala,7.5 - Other Kidnapping,70,83,16,0,169
Kerala,"8 - Dacoity (Section 395,396-398 IPC)",107,119,13,0,239
Kerala,8.1 - Dacoity with Murder (Section 396 IPC),0,6,0,0,6
Kerala,8.2 - Other Dacoity,107,113,13,0,233
Kerala,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),130,133,46,1,310
Kerala,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",404,404,104,7,919
Kerala,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),878,1193,415,29,2515
Kerala,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",664,880,286,22,1852
Kerala,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",214,313,129,7,663
Kerala,12 - Theft (Section 379 to 382 IPC),1520,1668,489,38,3715
Kerala,12.1 - Auto Theft,453,434,81,0,968
Kerala,12.2 - Other Thefts,1067,1234,408,38,2747
Kerala,"13 - Unlawful Assembly (Section 143,144 & 145)",2234,2480,919,59,5692
Kerala,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",10424,12035,4324,379,27162
Kerala,14.1 - Communal,35,537,10,0,582
Kerala,14.2 - Industrial,0,0,0,0,0
Kerala,14.3 - Political,1646,1474,517,21,3658
Kerala,14.4 - Caste Conflict,0,0,0,0,0
Kerala,14.4.1 - SC/STs Vs. Non-SCs/STs,0,0,0,0,0
Kerala,14.4.2 - Other Caste Riots,0,0,0,0,0
Kerala,14.5 - Agrarian,0,0,0,0,0
Kerala,14.6 - Students,744,0,0,0,744
Kerala,14.7 - Sectarian,0,0,0,0,0
Kerala,14.8 - Other Riots,7999,10024,3797,358,22178
Kerala,15 - Criminal Breach of Trust (Section 406 to 409 IPC),29,257,151,3,440
Kerala,16 - Cheating (Section 420 IPC),653,3297,2469,145,6564
Kerala,"17 - Forgery (Section 465, 468 & 471 IPC)",10,67,33,6,116
Kerala,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",22,29,10,0,61
Kerala,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",0,0,0,0,0
Kerala,18.2 - Counterfeiting Government Stamp (Section 255 IPC),0,0,0,0,0
Kerala,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),22,29,10,0,61
Kerala,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),11,18,6,0,35
Kerala,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),6,9,2,0,17
Kerala,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),4,2,1,0,7
Kerala,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),0,0,0,0,0
Kerala,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),1,0,1,0,2
Kerala,19 - Arson (Section 435-436 & 438 IPC),175,286,73,1,535
Kerala,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",780,1075,487,25,2367
Kerala,20.1 - Grievous Hurt (Section 325 & 326 IPC),780,1073,485,25,2363
Kerala,20.2 - Acid attack (Section 326A IPC),0,2,2,0,4
Kerala,20.3 - Attempt to Acid Attack (Section 326B IPC),0,0,0,0,0
Kerala,21 - Dowry Deaths (Section 304-B IPC),8,35,9,4,56
Kerala,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),1691,2182,756,81,4710
Kerala,22.1 - Sexual Harassment (Section 354A IPC),493,462,107,5,1067
Kerala,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),91,221,64,22,398
Kerala,22.3 - Voyeurism (Section 354C IPC),10,6,3,0,19
Kerala,22.4 - Stalking (Section 354D IPC),8,27,1,0,36
Kerala,22.5 - Others,1089,1466,581,54,3190
Kerala,23 - Insult to the Modesty of Women (Section 509 IPC),123,132,43,1,299
Kerala,23.1 - At Office premises,0,3,3,0,6
Kerala,23.2 - Places related to work other than Office,3,0,0,0,3
Kerala,23.3 - In Public Transport system,2,4,6,0,12
Kerala,23.4 - in Other Places,118,125,34,1,278
Kerala,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),926,3689,2046,157,6818
Kerala,25 - Importation of Girls from Foreign Country (Section 366-B IPC),0,0,0,0,0
Kerala,26 - Causing Death by Negligence (Section 304-A IPC),1221,1572,642,51,3486
Kerala,26.1 - Deaths due to negligent driving/act,1215,1518,622,50,3405
Kerala,26.2 - Deaths due to Other Causes,6,54,20,1,81
Kerala,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",5,3,0,0,8
Kerala,27.1 - Sedition (Section 124A IPC),4,0,0,0,4
Kerala,27.2 - Other offences against State,1,3,0,0,4
Kerala,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),40,40,9,1,90
Kerala,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),40,38,6,1,85
Kerala,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),0,2,3,0,5
Kerala,29 - Extortion (Section 384 - 389 IPC),22,34,3,0,59
Kerala,30 - Disclosure of Identity of Victims (Section 228 A IPC),0,0,0,0,0
Kerala,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),50574,41893,16896,1221,110584
Kerala,32 - Human Trafficking (Section 370 & 370A IPC),4,9,2,1,16
Kerala,33 - Unnatural Offences U/s 377 IPC,32,52,43,5,132
Kerala,34 - Other IPC crimes,24761,26508,12112,949,64330
Kerala,35 - Total Cognizable IPC crimes,99229,102114,43021,3273,247637
Madhya Pradesh,1 - Murder (Section 302 IPC),1770,1906,728,95,4499
Madhya Pradesh,2 - Attempt to commit Murder (Section 307 IPC),2773,2430,1110,117,6430
Madhya Pradesh,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),93,120,58,0,271
Madhya Pradesh,4 - Attempt to commit Culpable Homicide (Section 308 IPC),104,87,35,6,232
Madhya Pradesh,5 - Rape (Section 376 IPC),3892,1915,503,25,6335
Madhya Pradesh,5.1 - Custodial Rape,0,0,0,0,0
Madhya Pradesh,5.1.1 - Gang Rape,0,0,0,0,0
Madhya Pradesh,5.1.2 - Other Rape,0,0,0,0,0
Madhya Pradesh,5.2 - Rape other than Custodial,3892,1915,503,25,6335
Madhya Pradesh,5.2.1 - Gang Rape,401,230,29,0,660
Madhya Pradesh,5.2.2 - Other Rape,3491,1685,474,25,5675
Madhya Pradesh,6 - Attempt to commit Rape (Section 376/511 IPC),32,25,3,0,60
Madhya Pradesh,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2430,1438,313,13,4194
Madhya Pradesh,7.1 - Kidnapping & Abduction (Section 363 IPC),877,394,60,0,1331
Madhya Pradesh,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),8,10,11,3,32
Madhya Pradesh,7.3 - Kidnapping for Ransom (Section 364A IPC),27,38,18,1,84
Madhya Pradesh,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),852,594,139,7,1592
Madhya Pradesh,7.5 - Other Kidnapping,666,402,85,2,1155
Madhya Pradesh,"8 - Dacoity (Section 395,396-398 IPC)",325,411,63,0,799
Madhya Pradesh,8.1 - Dacoity with Murder (Section 396 IPC),3,2,0,0,5
Madhya Pradesh,8.2 - Other Dacoity,322,409,63,0,794
Madhya Pradesh,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),511,340,94,10,955
Madhya Pradesh,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",1736,1117,213,18,3084
Madhya Pradesh,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),3832,2352,787,35,7006
Madhya Pradesh,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",3321,1859,632,35,5847
Madhya Pradesh,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",511,493,155,0,1159
Madhya Pradesh,12 - Theft (Section 379 to 382 IPC),7852,5217,1425,55,14549
Madhya Pradesh,12.1 - Auto Theft,2738,1797,293,10,4838
Madhya Pradesh,12.2 - Other Thefts,5114,3420,1132,45,9711
Madhya Pradesh,"13 - Unlawful Assembly (Section 143,144 & 145)",42,35,7,0,84
Madhya Pradesh,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",5280,4882,2047,263,12472
Madhya Pradesh,14.1 - Communal,138,110,6,1,255
Madhya Pradesh,14.2 - Industrial,29,50,20,0,99
Madhya Pradesh,14.3 - Political,19,35,8,0,62
Madhya Pradesh,14.4 - Caste Conflict,555,396,150,23,1124
Madhya Pradesh,14.4.1 - SC/STs Vs. Non-SCs/STs,41,20,0,0,61
Madhya Pradesh,14.4.2 - Other Caste Riots,514,376,150,23,1063
Madhya Pradesh,14.5 - Agrarian,64,77,17,4,162
Madhya Pradesh,14.6 - Students,0,0,0,0,0
Madhya Pradesh,14.7 - Sectarian,0,0,0,0,0
Madhya Pradesh,14.8 - Other Riots,4475,4214,1846,235,10770
Madhya Pradesh,15 - Criminal Breach of Trust (Section 406 to 409 IPC),262,402,147,6,817
Madhya Pradesh,16 - Cheating (Section 420 IPC),788,1418,648,43,2897
Madhya Pradesh,"17 - Forgery (Section 465, 468 & 471 IPC)",87,140,59,8,294
Madhya Pradesh,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",32,28,3,0,63
Madhya Pradesh,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",0,0,0,0,0
Madhya Pradesh,18.2 - Counterfeiting Government Stamp (Section 255 IPC),0,0,0,0,0
Madhya Pradesh,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),32,28,3,0,63
Madhya Pradesh,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),10,6,0,0,16
Madhya Pradesh,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),16,15,1,0,32
Madhya Pradesh,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),3,0,0,0,3
Madhya Pradesh,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2,6,2,0,10
Madhya Pradesh,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),1,1,0,0,2
Madhya Pradesh,19 - Arson (Section 435-436 & 438 IPC),575,603,147,11,1336
Madhya Pradesh,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",11191,8745,3389,488,23813
Madhya Pradesh,20.1 - Grievous Hurt (Section 325 & 326 IPC),11176,8739,3386,488,23789
Madhya Pradesh,20.2 - Acid attack (Section 326A IPC),13,6,1,0,20
Madhya Pradesh,20.3 - Attempt to Acid Attack (Section 326B IPC),2,0,2,0,4
Madhya Pradesh,21 - Dowry Deaths (Section 304-B IPC),736,664,499,103,2002
Madhya Pradesh,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),6960,3743,965,57,11725
Madhya Pradesh,22.1 - Sexual Harassment (Section 354A IPC),2572,1354,295,9,4230
Madhya Pradesh,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),114,55,3,0,172
Madhya Pradesh,22.3 - Voyeurism (Section 354C IPC),74,24,4,0,102
Madhya Pradesh,22.4 - Stalking (Section 354D IPC),287,117,19,0,423
Madhya Pradesh,22.5 - Others,3913,2193,644,48,6798
Madhya Pradesh,23 - Insult to the Modesty of Women (Section 509 IPC),404,179,21,4,608
Madhya Pradesh,23.1 - At Office premises,0,0,1,0,1
Madhya Pradesh,23.2 - Places related to work other than Office,22,27,0,0,49
Madhya Pradesh,23.3 - In Public Transport system,2,0,1,0,3
Madhya Pradesh,23.4 - in Other Places,380,152,19,4,555
Madhya Pradesh,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),5782,5672,3609,716,15779
Madhya Pradesh,25 - Importation of Girls from Foreign Country (Section 366-B IPC),5,3,0,0,8
Madhya Pradesh,26 - Causing Death by Negligence (Section 304-A IPC),3607,3022,1068,30,7727
Madhya Pradesh,26.1 - Deaths due to negligent driving/act,3328,2635,991,24,6978
Madhya Pradesh,26.2 - Deaths due to Other Causes,279,387,77,6,749
Madhya Pradesh,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",0,0,0,0,0
Madhya Pradesh,27.1 - Sedition (Section 124A IPC),0,0,0,0,0
Madhya Pradesh,27.2 - Other offences against State,0,0,0,0,0
Madhya Pradesh,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),4,6,0,0,10
Madhya Pradesh,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2,4,0,0,6
Madhya Pradesh,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),2,2,0,0,4
Madhya Pradesh,29 - Extortion (Section 384 - 389 IPC),73,59,17,0,149
Madhya Pradesh,30 - Disclosure of Identity of Victims (Section 228 A IPC),0,0,0,0,0
Madhya Pradesh,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),14828,14209,5488,412,34937
Madhya Pradesh,32 - Human Trafficking (Section 370 & 370A IPC),70,59,4,1,134
Madhya Pradesh,33 - Unnatural Offences U/s 377 IPC,83,27,6,0,116
Madhya Pradesh,34 - Other IPC crimes,103163,85395,35629,4203,228390
Madhya Pradesh,35 - Total Cognizable IPC crimes,179322,146649,59085,6719,391775
Maharashtra,1 - Murder (Section 302 IPC),2490,2043,896,163,5592
Maharashtra,2 - Attempt to commit Murder (Section 307 IPC),3904,2875,1403,243,8425
Maharashtra,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),85,150,49,8,292
Maharashtra,4 - Attempt to commit Culpable Homicide (Section 308 IPC),11,19,4,0,34
Maharashtra,5 - Rape (Section 376 IPC),2548,1312,410,71,4341
Maharashtra,5.1 - Custodial Rape,0,0,0,0,0
Maharashtra,5.1.1 - Gang Rape,0,0,0,0,0
Maharashtra,5.1.2 - Other Rape,0,0,0,0,0
Maharashtra,5.2 - Rape other than Custodial,2548,1312,410,71,4341
Maharashtra,5.2.1 - Gang Rape,232,84,29,2,347
Maharashtra,5.2.2 - Other Rape,2316,1228,381,69,3994
Maharashtra,6 - Attempt to commit Rape (Section 376/511 IPC),13,5,1,0,19
Maharashtra,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",1856,1057,299,33,3245
Maharashtra,7.1 - Kidnapping & Abduction (Section 363 IPC),750,363,89,13,1215
Maharashtra,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),14,10,2,0,26
Maharashtra,7.3 - Kidnapping for Ransom (Section 364A IPC),27,38,3,2,70
Maharashtra,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),620,390,146,9,1165
Maharashtra,7.5 - Other Kidnapping,445,256,59,9,769
Maharashtra,"8 - Dacoity (Section 395,396-398 IPC)",2276,1497,484,59,4316
Maharashtra,8.1 - Dacoity with Murder (Section 396 IPC),41,17,2,1,61
Maharashtra,8.2 - Other Dacoity,2235,1480,482,58,4255
Maharashtra,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),993,344,52,1,1390
Maharashtra,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",6699,2361,627,37,9724
Maharashtra,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),6650,3153,978,43,10824
Maharashtra,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",4769,2235,765,33,7802
Maharashtra,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",1881,918,213,10,3022
Maharashtra,12 - Theft (Section 379 to 382 IPC),18624,9313,2742,239,30918
Maharashtra,12.1 - Auto Theft,4804,1950,332,14,7100
Maharashtra,12.2 - Other Thefts,13820,7363,2410,225,23818
Maharashtra,"13 - Unlawful Assembly (Section 143,144 & 145)",3095,3033,1492,206,7826
Maharashtra,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",20878,17063,7782,1503,47226
Maharashtra,14.1 - Communal,400,317,127,12,856
Maharashtra,14.2 - Industrial,27,5,0,0,32
Maharashtra,14.3 - Political,449,454,148,11,1062
Maharashtra,14.4 - Caste Conflict,685,1130,585,14,2414
Maharashtra,14.4.1 - SC/STs Vs. Non-SCs/STs,317,423,148,13,901
Maharashtra,14.4.2 - Other Caste Riots,368,707,437,1,1513
Maharashtra,14.5 - Agrarian,212,154,94,11,471
Maharashtra,14.6 - Students,31,5,1,0,37
Maharashtra,14.7 - Sectarian,0,0,0,0,0
Maharashtra,14.8 - Other Riots,19074,14998,6827,1455,42354
Maharashtra,15 - Criminal Breach of Trust (Section 406 to 409 IPC),829,1204,403,44,2480
Maharashtra,16 - Cheating (Section 420 IPC),3131,5031,2135,339,10636
Maharashtra,"17 - Forgery (Section 465, 468 & 471 IPC)",376,498,257,61,1192
Maharashtra,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",131,80,13,1,225
Maharashtra,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",0,0,0,0,0
Maharashtra,18.2 - Counterfeiting Government Stamp (Section 255 IPC),0,0,0,0,0
Maharashtra,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),131,80,13,1,225
Maharashtra,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),73,52,12,1,138
Maharashtra,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),43,20,1,0,64
Maharashtra,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),15,8,0,0,23
Maharashtra,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),0,0,0,0,0
Maharashtra,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),0,0,0,0,0
Maharashtra,19 - Arson (Section 435-436 & 438 IPC),472,545,190,26,1233
Maharashtra,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",7976,6023,2239,358,16596
Maharashtra,20.1 - Grievous Hurt (Section 325 & 326 IPC),7973,6022,2239,358,16592
Maharashtra,20.2 - Acid attack (Section 326A IPC),3,1,0,0,4
Maharashtra,20.3 - Attempt to Acid Attack (Section 326B IPC),0,0,0,0,0
Maharashtra,21 - Dowry Deaths (Section 304-B IPC),325,342,208,59,934
Maharashtra,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),6422,4230,1314,184,12150
Maharashtra,22.1 - Sexual Harassment (Section 354A IPC),2591,1495,495,80,4661
Maharashtra,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),269,123,34,6,432
Maharashtra,22.3 - Voyeurism (Section 354C IPC),62,33,7,1,103
Maharashtra,22.4 - Stalking (Section 354D IPC),531,231,62,4,828
Maharashtra,22.5 - Others,2969,2348,716,93,6126
Maharashtra,23 - Insult to the Modesty of Women (Section 509 IPC),1070,625,167,25,1887
Maharashtra,23.1 - At Office premises,8,1,2,0,11
Maharashtra,23.2 - Places related to work other than Office,25,13,6,1,45
Maharashtra,23.3 - In Public Transport system,7,3,0,0,10
Maharashtra,23.4 - in Other Places,1030,608,159,24,1821
Maharashtra,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),8111,9043,5697,1842,24693
Maharashtra,25 - Importation of Girls from Foreign Country (Section 366-B IPC),1,0,1,0,2
Maharashtra,26 - Causing Death by Negligence (Section 304-A IPC),4063,3987,1477,108,9635
Maharashtra,26.1 - Deaths due to negligent driving/act,3830,3642,1359,97,8928
Maharashtra,26.2 - Deaths due to Other Causes,233,345,118,11,707
Maharashtra,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",0,0,0,0,0
Maharashtra,27.1 - Sedition (Section 124A IPC),0,0,0,0,0
Maharashtra,27.2 - Other offences against State,0,0,0,0,0
Maharashtra,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),32,76,80,16,204
Maharashtra,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),32,75,80,16,203
Maharashtra,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),0,1,0,0,1
Maharashtra,29 - Extortion (Section 384 - 389 IPC),550,489,92,10,1141
Maharashtra,30 - Disclosure of Identity of Victims (Section 228 A IPC),0,0,0,0,0
Maharashtra,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),11817,8717,3173,179,23886
